kreiskey1871,county1871,rbkey,lat_rad,lon_rad,kmwittenberg,zupreussen,hhsize,gpop,f_prot,f_jew,f_rw,f_miss,f_young,f_fem,f_ortsgeb,f_pruss,f_blind,f_deaf,f_dumb,f_urban,lnpop,lnkmb,poland,latlon,f_over3km,f_mine,inctaxpc,perc_secB,perc_secC,perc_secBnC,lnyteacher,rhs,yteacher,pop,kmb,uni1517,reichsstadt,hansestadt,f_cath,sh_al_in_tot,ncloisters1517_pkm2,school1517,dnpop1500
62,Oberbarnim,5,91.79000092,24.34999847,120.8300018,1525,4.505102634,-1.156860352,98.23110962,0.615264177,95.20122528,1.811819911,23.6708889,49.85177994,51.02217865,99.72173309,0.068518057,0.069916382,0.904717922,42.07567596,11.17764854,3.624074221,0,22.35086632,0.756379366,0.574033439,314.3855896,31.86166954,7.386459351,39.2481308,692.7376099,0,1019.814575,71514,37.48999786,0,0,0,1.072517276,0.57055217,0.000822517,0,0
63,Niederbarnim,5,91.84999847,23.72000122,106.6299973,1525,4.634291649,6.049260139,97.91549683,0.442168444,93.62760162,1.329624176,24.58208275,50.20529175,49.88156128,99.6830368,0.073318742,0.066550858,0.268459409,15.71728325,11.39249611,2.823163033,0,21.78682137,1.016595721,0.021074815,251.5218201,34.17632675,11.17492104,45.35124588,694.0307617,0,1033.088013,88653.96875,16.82999992,0,0,0,1.550973535,0.486486495,0.000574666,0,0
64,Teltow (incl Charlottenburg),5,91.45999908,23.15999985,73.62999725,1525,4.698349953,13.39698696,97.17870331,0.381885588,94.00138092,3.13126564,24.74246025,50.49645233,46.86015701,99.33123779,0.065199979,0.097799964,0.355805606,31.71326828,11.58396149,2.794227839,0,21.18213654,0.80902791,0.122497715,308.0527649,38.2890625,10.09753227,48.38659668,691.5423584,0,1007.697754,107361.9922,16.34999847,0,0,0,2.32670784,0.452914804,0,0,0
65,Beeskow-Storkow,5,91.05999756,24.86999893,116.1100006,1556,4.810915947,-1.725987673,99.03166199,0.640812635,91.96508789,1.580939651,25.38804626,52.12417221,62.11135864,99.91930389,0.059334502,0.125789151,0.213604212,17.78373718,10.64861012,4.232365608,0,22.6466217,6.123225212,1.372385979,178.2419434,20.93037033,9.363118172,30.29348755,674.9839478,0,853.9216919,42133.99219,68.87998199,0,0,0,0.29904592,0.497326195,0,0,0
66,Juterbock-Luckenwalde,5,90.75,22.82999992,34.20000076,1680,4.740818977,1.348699093,98.86290741,0.167171493,95.69142151,1.413005829,23.74331856,50.0653801,64.19219971,99.73848724,0.077792674,0.092689149,0.120826915,47.31780624,11.00902557,4.142658234,0,20.71822548,0.948406696,0.025987526,242.337204,40.51455307,4.380754471,44.89530563,687.7341309,0,970.0438843,60416.98438,62.96998978,0,0,0,0.868960738,0.518072307,0.00301741,0,0
67,Zauche-Belzig,5,91.00999451,21.97999954,30.14999962,1525,4.703150749,0.735566139,99.42700958,0.083744712,96.19462585,1.73583889,23.14733124,50.30412674,62.46327209,99.72673035,0.073460273,0.070521861,0.182181478,27.56523323,11.12820339,4.243339062,0,20.0039959,1.199849963,0.570660174,221.4528503,29.67760849,7.280837059,36.9584465,690.8926392,0,1001.171814,68063.97656,69.63999939,0,0,0,0.4084391,0.525821567,0.001040085,0,0
68,Stadt Potsdam,5,91.45999908,22.77000046,65.69000244,1525,4.489808559,2.265357018,91.43130493,1.085915089,97.53679657,1.070891976,16.49176407,46.67609787,44.94000244,98.98709106,0.09125337,0.047908016,0.084409364,100,10.68816471,3.333631992,0,20.82544136,0,0,NA,28.10263634,9.781600952,37.8842392,730.1715088,0,1482.840942,43833.98438,28.0399971,0,0,0,7.345896244,0,0,0,0.000765111
69,Ost-Havelland (incl Spandau),5,91.81999969,21.53999901,84.05999756,1525,4.722739697,3.505825996,95.91648865,0.364999235,95.65854645,0.684771478,22.19083405,47.1562233,48.6945343,99.58045959,0.051743187,0.048946258,0.075517081,44.17609406,11.17755032,4.291691303,0,19.77802849,0.289495438,1.366425037,308.7709045,34.30237961,6.834448814,41.13682938,692.0593262,0,1012.920715,71506.97656,73.08998108,0,0,0,3.626218319,0.524137914,0,0,0
70,West-Havelland (incl Brandenburg),5,91.81999969,21.53999901,84.05999756,1525,4.531446934,1.736536026,97.09300995,0.440576255,96.82672882,0.8370381,22.17747498,49.21750259,53.90571976,99.52158356,0.067573048,0.045949671,0.090547882,54.46522522,11.21173954,4.291691303,0,19.77802849,2.003561974,0.236985549,340.1610107,32.68820572,7.595386505,40.28359222,696.9085693,0,1063.250122,73994.01563,73.08998108,0,0,0,1.844744205,0.521739125,0.003095376,0,0
71,Ruppin,5,92.36999512,22.35000038,117.7699966,1525,4.42296505,-2.939337015,98.91135406,0.268470794,93.11968231,2.18766284,22.74752998,51.24704742,55.74527359,99.61742401,0.076514177,0.088595361,0.15974012,33.64476013,11.21850109,4.102808475,0,20.64469528,1.283772469,0.966479778,246.0140686,24.38682556,6.93763113,31.32445908,684.4125977,0,938.3527832,74496.03125,60.50999069,0,0,0,0.732925236,0.540772557,0.001694523,0,2.26E-05
72,Ostpriegnitz,5,92.36999512,22.35000038,117.7699966,1525,4.569129944,-2.616537571,99.36814117,0.240569264,92.59568787,2.220653057,22.01353645,50.68040466,54.41212463,99.46813965,0.11593698,0.084054321,0.233323202,27.40605545,11.14190483,4.102808475,0,20.64469528,3.004245043,0.103326447,229.1202087,21.29858017,4.259716034,25.5582962,686.1029053,0,954.3486328,69002.96875,60.50999069,0,0,0,0.331869632,0.563876629,0.001594718,0,0
73,Westpriegnitz,5,92.62999725,20.71000099,143.3200073,1525,4.338555813,-3.536487341,98.86870575,0.344185531,92.65943146,1.125727534,22.68662071,50.75043488,54.55764008,98.99423981,0.084635787,0.046549682,0.155165613,34.83044815,11.16891289,4.793970585,0,19.18367386,1.123032212,0.394609034,244.3375549,24.30184555,8.720859528,33.02270508,687.3536377,0,966.3599243,70892,120.7799835,0,0,0,0.725046515,0.495867759,0.000683144,0,0
74,Konigsberg,6,92.61000061,21.69999886,133.0599976,1525,4.910042763,-0.94353044,98.4552002,0.762456238,92.64187622,1.637708426,24.70026588,50.48012543,58.13562775,99.91601563,0.077350631,0.103870846,0.15912129,34.629879,11.41307163,4.489310265,0,20.09636879,1.180250883,0.136508793,222.5512085,25.36138344,7.176461697,32.53784561,683.0498657,0,925.6522827,90496.96875,89.05999756,0,0,0,0.643115282,0.468571424,0.001303985,0,0
75,Soldin,6,92.36999512,25.94999886,192.0599976,1525,4.91866827,0.296374142,98.3276062,0.903261006,88.02731323,4.586353779,25.69997597,51.55922699,54.40103912,99.92036438,0.081733592,0.117361054,0.18442452,34.52720261,10.7730217,4.681946278,0,23.97001457,6.133764744,0.095357589,175.2697449,21.25972366,3.949811697,25.20953751,685.5906982,0,949.4729004,47715.98438,107.9800262,0,0,0,0.553273559,0.542056084,0.001745353,0,0
76,Arnswalde,6,92.79999542,26.89999962,237.8899994,1525,5.022546768,-0.594203591,98.23271942,1.278204322,87.34418488,5.281198502,25.55699921,51.66686249,53.94684219,99.84170532,0.063792087,0.113408148,0.18192558,29.88777351,10.65313339,5.029587746,0,24.96319771,3.377405405,0.157996371,141.4609985,20.27620125,4.359529495,24.63573074,684.2949829,0,937.2498169,42325.00781,152.8699799,0,0,0,0.283520401,0.483050853,0.000791058,0,0
77,Friedeberg,6,92.29000092,27.11000061,227.0299988,1525,4.842672825,-1.373463273,97.78791809,1.341485739,83.56503296,3.570826054,24.30187988,51.84887695,54.1485672,99.91603851,0.076656327,0.087607227,0.116809629,25.97189331,10.91126251,5.000113487,0,25.01982117,5.940878391,0.051867221,163.8617706,20.45729637,8.233921051,28.69121742,686.9974365,0,962.9238892,54789.97656,148.4300079,0,0,0,0.782989621,0.579365075,0.000908612,0,0
78,Landsberg,6,92.04000092,26.58999825,202.0700073,1525,4.76949501,-0.325674415,97.53659821,1.297949553,88.54302216,2.913342237,25.51133347,51.55007935,55.35388184,99.91381073,0.079755075,0.095191538,0.185237586,23.86349106,11.26109982,4.833420753,0,24.47343445,2.766625404,0.058630012,221.0996094,22.29894829,8.116999626,30.41594696,679.7350464,0,895.4715576,77738.02344,125.640007,0,0,0,0.984074712,0.638888896,0.000825553,0,0
79,Lebus,6,91.5,25.38000107,144.8699951,1525,4.845932961,-0.815838397,98.69296265,0.494175404,95.34188843,1.652773619,25.21801949,50.41342926,56.06037903,99.91171265,0.062444825,0.0925906,0.106586851,23.50401497,11.43908501,4.350407124,0,23.22270203,2.976698875,1.036924005,228.5223236,22.8623867,5.878286362,28.74067497,685.6638794,0,950.1679688,92881.98438,77.51000977,0,0,0,0.714885533,0.515151501,0.001907438,0,0
80,Stadt Frankfurt,6,91.36000061,25.38999939,141.6399994,1525,4.491166115,5.415426731,92.67598724,1.7748878,95.1949234,0.11976397,20.78030205,50.16429901,46.90840912,99.62743378,0.076364145,0.053223491,0.122645438,100,10.67391968,4.378269672,0,23.19630432,0.374331564,0.272785634,NA,35.31771469,11.7297821,47.0474968,706.2669067,0,1167.557251,43213.99609,79.70000458,0,0,0,5.278382301,0,0.034494653,0,0.001897206
81,Ost-Sternberg,6,91.30999756,26.30999947,174.5599976,1525,4.721075058,-0.785918891,97.7844696,1.105701804,88.62905121,1.178792715,24.75039291,51.24803925,55.80699539,99.92780304,0.068074927,0.105206706,0.15265286,28.61622238,10.78882408,4.747103691,0,24.02366066,2.883370638,0.497665584,154.7323303,20.69673157,3.750448942,24.44717979,684.4873657,0,939.0546265,48476,115.25,0,0,0,1.054129839,0.484615386,0.000852493,0,0
82,West-Sternberg,6,91.36999512,25.87999916,159.7599945,1525,4.840334415,0.919946074,98.80530548,0.483403176,88.91274261,0.979848385,25.29349709,50.81257629,65.21569061,99.93554688,0.066755675,0.080567189,0.151926711,26.33626366,10.67918205,4.586293221,0,23.64655495,2.963147402,0.84109664,171.4724731,20.17567062,4.18951273,24.36518478,688.2678833,0,975.2353516,43442.00391,98.13001251,0,0,0,0.56857419,0.575757563,0.000934012,0,0
83,Zullichau-Schwiebus,6,90.91999817,27.27000046,207.0599976,1686,4.59275341,1.559497952,87.27082825,0.529292166,91.63599396,3.170371056,23.76179886,52.19464874,59.67518234,99.93761444,0.062388055,0.060375534,0.128801137,34.71392059,10.81353855,5.062721729,0,24.79388618,3.061460257,0.441273123,192.3464661,26.46699905,4.905642509,31.37264252,678.1177368,0,881.1054688,49688.98438,158.0200195,0,0,0,11.92215633,0.484276742,0,0,0
84,Krossen,6,90.86000061,26.3599987,171.2299957,1525,4.719454288,1.12947154,98.11323547,0.609645307,89.85787964,0.994742632,24.26355171,52.39149475,66.21672821,99.88930511,0.092520691,0.09417285,0.170171991,30.00148773,11.01084518,4.837788582,0,23.95069504,2.310141087,0.130029067,176.193222,27.16842651,6.604711533,33.77313614,688.9470825,0,981.8817139,60527.02344,126.1899872,0,0,0,1.263898849,0.551282048,0,0,0
85,Guben,6,90.68000031,25.68000031,143.7799988,1815,4.911306858,4.865355015,95.50125885,0.352214128,93.32343292,0.369783431,24.2339344,50.9926033,61.06592941,99.86872101,0.062437959,0.080048673,0.091255486,38.68752289,11.04231358,4.690980911,0,23.286623,2.500411272,0.691767633,223.2314758,33.49738312,6.662995338,40.1603775,694.1015015,0,1033.81897,62461.99609,108.9600067,0,0,0,3.933591843,0.53591162,0.000904797,0,0
86,Lubben,6,90.65000153,24.25,87.59999847,1815,4.985144138,-0.11672698,98.88395691,0.371041238,92.87322998,2.882917404,23.89271927,50.79467392,63.31658173,99.83055115,0.067196451,0.067196451,0.111020215,23.78462029,10.44079971,4.28579092,0,21.98262596,5.925421238,0.113704771,157.209198,17.86502647,3.825830936,21.69085693,680.8745117,0,905.7335205,34228.01563,72.65999603,0,0,0,0.709945083,0.513274312,0.000962835,0,0
87,Luckau,6,90.5,23.94000053,75.08000183,1815,4.745362759,1.016041875,99.42758179,0.086680628,94.26578522,1.102396011,23.8927784,51.44577026,61.31427383,99.84790039,0.060512889,0.124296747,0.104670934,31.25899506,11.02098656,4.347564697,0,21.66569901,1.277513981,0.586608887,189.5119476,29.24824333,3.736362219,32.98460388,687.7581177,0,970.2766113,61143.97266,77.29000854,0,0,0,0.389245063,0.513392866,0.00076877,0,0
88,Kalau,6,90.30999756,24.34999847,92.47000122,1815,4.901557922,2.568734884,99.15574646,0.085032292,93.74768066,1.542235374,22.41613197,51.68343735,55.36007309,99.64366913,0.042516146,0.11945013,0.097179763,22.81295013,10.80756378,4.542762756,0,21.99048615,2.9646523,3.103990316,166.1540222,26.16781616,4.055706024,30.22352219,689.0645752,0,983.0360107,49392.98828,93.95000458,0,0,0,0.745044827,0.549407125,0,0,0
89,Kottbus,6,90.33000183,25.00999832,118.3000031,1525,4.952050209,4.503041744,98.6320343,0.25187397,93.01998138,2.470662117,23.14374924,51.08215332,61.65633774,99.57769775,0.069378465,0.140265137,0.164396778,34.5700798,11.1019907,4.663533688,0,22.59153175,1.723870158,0.024092756,201.8914642,29.25463104,5.66782093,34.92245102,705.6757202,0,1160.675171,66303.01563,106.010025,0,0,0,1.042185187,0.593333304,0,0,0
90,Sorau,6,90.12000275,26.42000008,175.0399933,1815,4.721908569,4.561501503,96.32783508,0.307463825,93.24734497,1.672417998,23.34056473,50.87308121,54.67287445,99.70181274,0.061492767,0.111383118,0.498903602,29.91681099,11.36429787,5.035392761,0,23.80970383,2.756158829,1.06720376,203.046936,47.75563049,4.646155834,52.4017868,693.9515381,0,1032.269775,86189,153.7599792,0,0,0,3.130329847,0.579365075,0,0,0
91,Spremberg,6,90.01000214,25.09999847,125.7200012,1815,5.103126526,9.913490295,97.96639252,0.157413319,93.09339905,1.629671216,24.29270363,50.07870865,56.84747696,99.19591522,0.046798553,0.06807062,0.136141241,43.38225937,10.06496811,4.826952934,0,22.59250832,3.707968712,1.59062767,193.9192963,46.74731064,5.752928734,52.50023651,685.9971924,0,953.340271,23504.99219,124.8300171,0,0,0,1.871942163,0.5,0,0,0
92,Demmin,7,94.09000397,22.76000023,228.1499939,1815,4.725253582,-3.508336067,99.27024078,0.255414158,86.36257935,1.227416039,25.15721893,51.00127029,48.98800278,98.90536499,0.085853487,0.090146162,0.167414308,31.41593933,10.74916267,5.050560951,1,21.41488266,2.048441172,0.069641344,279.8531799,23.11595154,5.118638992,28.23459244,680.4699707,0,902.0768433,46591,156.1100159,0,0,0,0.317657918,0.486772478,0,0,0
93,Anklam,7,93.98999786,23.89999962,231.6799927,1815,4.796931744,-1.631316185,98.87903595,0.728627503,91.44981384,2.104617119,24.80630493,52.07213593,49.72470474,99.51535034,0.121987402,0.072533049,0.187926546,37.71718597,10.31992531,5.00555563,1,22.4636097,0.572217822,0.367112815,296.4723511,22.00382423,7.26577425,29.26959991,682.5371094,1,920.9180908,30330.99219,149.239975,0,0,1,0.365962237,0.5,0.00156448,0,6.26E-05
94,Usedom-Wollin,7,94.02999878,24.29999924,239.3899994,1720,4.832973957,0.329776466,98.09593201,0.551733851,90.23764038,3.334171295,25.28819084,50.79003525,55.28842926,99.59148407,0.129129201,0.147911623,0.178433076,31.77517509,10.65944481,5.040388107,1,22.84929085,2.614840984,0.051975053,214.6566467,22.91060257,13.85135174,36.76195526,679.6624146,0,894.8214111,42592.98438,154.5299835,0,0,0,0.847557068,0.423076928,0.001453657,0,0
95,Ukermunde,7,93.79000092,24.51000023,228.75,1720,4.599761963,-3.533520937,96.3582077,0.891051888,91.37623596,1.698642373,26.22842789,51.82912445,60.57506943,99.74373627,0.084638171,0.084638171,0.188084826,32.61155701,10.65805912,4.956319809,1,22.9879303,2.184438705,0.178253114,184.7566681,27.58729172,15.97986794,43.56716156,676.3276978,0,865.4736938,42534.00391,142.0699921,0,0,0,2.600272655,0.525641024,0,0,0
96,Randow,7,93.37999725,24.4299984,204.0099945,1720,4.857165813,2.445673943,98.4622879,0.600162566,89.49504089,0,26.72560501,50.51498413,48.26464844,99.84300232,0.081283614,0.083510563,0.205992728,25.25025368,11.40544033,4.756602764,1,22.8127327,1.795527458,0.246396169,225.6604004,35.46032333,8.338322639,43.79864502,684.0639648,0,935.0870972,89808.98438,116.3499832,0,0,0,0.750481546,0.486338794,0.000759434,0,0
97,Stadtkreis Stettin,7,93.26999664,25.36000061,216.6100006,1720,4.837338924,3.471195221,94.50576782,2.389879227,97.79479218,1.36239779,15.80361843,49.01808929,40.95568848,99.05086517,0.137650758,0.110120609,0.062926061,100,11.24216652,4.841348648,1,23.65327263,0,0.009118264,NA,30.22704506,22.6132946,52.84033966,738.7290649,1,1615.32373,76280.03125,126.6400299,0,0,1,2.51179862,0,0,0,0.00149328
98,Greifenhagen,7,90.11000061,19.93000031,87.22000122,1720,4.921495914,-1.229934573,98.96730804,0.808848441,92.20706177,0.404611051,26.08065987,51.01952362,62.52022552,99.97742462,0.077122755,0.109100483,0.161769688,23.45096207,10.88109875,5.127113819,1,17.95892334,0.222965434,0.070037819,208.9150391,20.04949379,4.977354527,25.02684975,680.8317871,0,905.3466187,53161.98047,168.530014,0,0,0,0.184342191,0.528925598,0.002076865,0,0
99,Pyritz,7,92.76000214,25.98999977,209.1699982,1720,5.058186531,-1.894761086,98.4026947,1.209155798,91.14332581,1.626935601,25.10056877,51.12093735,53.48044205,99.90354919,0.082335502,0.103507496,0.16702345,16.62001038,10.6574707,4.800736904,1,24.10832405,1.573849916,0.19564563,242.0775146,16.74525833,3.135346651,19.8806057,675.0797729,0,854.7403564,42508.98438,121.5999908,0,0,0,0.270530939,0.542682946,0,0,0
100,Saatzig,7,93.13999939,26.91000175,251.4799957,1720,4.924534321,-1.24248755,97.60358429,1.187172771,90.92675018,0.673083007,24.81080818,50.49977875,53.92097855,99.84706879,0.053604089,0.08986567,0.102478407,40.30239105,11.05766106,5.100841522,1,25.06397438,1.150727868,0.042844903,269.3380737,22.96129608,6.180377007,29.14167404,688.2418823,0,974.9818115,63428.02344,164.1599884,0,0,0,0.632212937,0.408045977,0,0,0
101,Naugard,7,93.66999817,26.3900013,260.9100037,1720,5.172388077,-2.548287153,98.28565216,0.85355705,88.99002838,0.381537557,27.00820923,49.86618042,53.09414291,99.92585754,0.084994033,0.106694631,0.226047963,30.78773117,10.92049217,5.142189503,1,24.71951485,1.193455219,0.471762925,179.0118561,16.76361465,4.520679474,21.28429413,681.5234985,0,911.6307373,55298.00781,171.0899658,0,0,0,0.85717386,0.577922106,0,0,0
102,Kammin,7,94.19000244,25.77000046,274.019989,1720,5.134819508,-0.666286349,98.65618896,0.470907152,92.92745972,1.054656029,25.94583321,51.47359467,50.99120331,99.94257355,0.119449615,0.107964069,0.19755128,12.08508492,10.68127441,5.21846199,1,24.27276421,1.693043828,0.243929476,160.9635925,16.08825684,7.894445419,23.98270416,670.8694458,0,819.500061,43532.99219,184.6499786,0,0,0,0.151609123,0.523364484,0.001760672,0,0
103,Greifenberg,7,94.11000061,26.53000069,285.9700012,1720,5.345389366,-2.776983261,98.53440857,1.109892726,94.25419617,1.989856958,24.06194115,50.41052628,55.15230942,99.95185852,0.082907654,0.144419789,0.187210828,33.0721283,10.5291853,5.278063774,1,24.96738243,0.44979921,0.072643623,214.4565125,17.19837761,3.287123919,20.48550034,681.6882324,0,913.133728,37391,195.9900208,0,0,0,0.19523415,0.449999988,0.002616842,0,0
104,Regenwalde,7,93.84999847,26.87000084,282.0299988,1720,5.502602577,-1.179940939,98.52848816,0.832457483,88.97390747,2.094240904,27.32604408,50.99222183,44.76140594,99.93693542,0.079882279,0.119823419,0.21442087,26.85936546,10.76995754,5.259420395,1,25.21749496,3.194568157,0.43456459,191.6434174,18.6361351,3.39294672,22.02908325,672.8895874,0,836.2234497,47569.99609,192.3699646,0,0,0,0.407820046,0.400000006,0,0,0
105,Schivelbein,8,93.84999847,27.52000046,298.8699951,1648,5.362496376,-1.921214938,97.87488556,1.802971959,90.96708679,1.968587875,26.8887043,50.75859833,45.94201279,99.93764496,0.04156708,0.109113581,0.135093004,28.65010834,9.865058899,5.346964836,1,25.82752037,1.761864185,0.226606235,183.4270172,18.99493408,3.705678463,22.70061302,677.9713745,0,879.8168335,19246.00781,209.9700317,0,0,0,0.306557208,0.547619045,0,0,0
106,Dramburg,8,93.41999817,27.59999847,283.2799988,1808,5.187278748,-0.844864428,98.47612,1.155201197,88.97883606,2.457740068,26.32929993,50.86162186,54.72594452,99.93991852,0.090122074,0.106507897,0.213015795,34.20542526,10.50826836,5.278726578,1,25.78392029,1.969465613,0.190328494,136.7788849,22.12039948,3.468208075,25.58860779,677.8962402,0,879.1560669,36617.01563,196.1199799,0,0,0,0.196629971,0.554545462,0.000842325,0,0
107,Neustettin,8,93.73000336,29.15999985,341.9700012,1648,5.404252052,0.508383512,97.94248199,1.455751657,87.51823425,3.406386137,28.00882721,50.87043762,53.04035568,99.95065308,0.080875099,0.202873111,0.179570138,21.10702896,11.1975565,5.546816826,1,27.33166885,4.680613041,0.041136872,135.283371,15.62827206,3.362004519,18.99027634,669.866333,0,811.3206177,72951.96875,256.4200134,0,0,0,0.411229312,0.569721103,0,0,0
